Track Identifier,Title,Artist,Album,Genre,Track Duration,Track Play Count,Skip Count,Date Added To Library,Release Date,Last Played Date,Favorite Date - Track
182927626,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang - Single,Pop,199377.0,0,0,2024-05-02 19:58:45+00:00,2014-07-28T12:00:00Z,,2024-06-09 14:14:08+00:00
182927630,Now That We're Done,112,112,R&B/Soul,309507.0,0,0,2024-05-03 19:20:08+00:00,1996-08-27T12:00:00Z,,2024-05-03 19:20:07+00:00
182927634,DJ Got Us Fallin' in Love (feat. Pitbull),USHER,Raymond v Raymond (Expanded Edition),R&B/Soul,220800.0,0,0,2024-05-06 12:17:07+00:00,2010-07-12T07:00:00Z,,2024-05-06 12:17:04+00:00
182927638,No Church in the Wild (feat. Frank Ocean & The-Dream),JAY-Z & Kanye West,Watch the Throne,Hip-Hop/Rap,272509.0,0,0,2024-05-06 19:10:23+00:00,2011-08-08T07:00:00Z,,2024-05-06 19:10:22+00:00
182927650,Cashday Freestyle Pt. II (feat. Tay Keith),Co Cash,"HIM, Not Them",Hip-Hop/Rap,185399.0,0,0,2024-05-07 20:01:34+00:00,2021-09-24T12:00:00Z,,2024-05-07 20:01:32+00:00
182927654,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",DJ Khaled,Major Key,Hip-Hop/Rap,325615.0,0,0,2024-05-08 14:14:54+00:00,2016-07-29T07:00:00Z,,2024-05-08 14:14:53+00:00
182927658,"Only (feat. Drake, Lil Wayne & Chris Brown)",Nicki Minaj,The Pinkprint (Bonus Tracks),Hip-Hop/Rap,312035.0,0,0,2024-05-08 14:17:48+00:00,2014-10-28T12:00:00Z,,2024-05-08 14:17:47+00:00
182927670,Until The End Of Time (with Beyoncé),Justin Timberlake,FutureSex/LoveSounds (Deluxe Edition),Pop,322093.0,0,0,2024-05-12 01:19:10+00:00,2007-11-26T08:00:00Z,,2024-05-12 01:19:09+00:00
182927890,Right Hand Man,"Christopher Jackson, Lin-Manuel Miranda, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",Hamilton: An American Musical (Original Broadway Cast Recording),Musicals,321697.0,53,1,2024-05-14 12:55:32+00:00,2015-09-25T07:00:00Z,2024-11-16 08:00:17+00:00,2024-05-15 14:40:32+00:00
182928394,You,Jacquees,4275 (Bonus Version),Hip-Hop/Rap,217364.0,0,0,2024-05-15 17:17:40+00:00,2018-03-30T07:00:00Z,,2024-05-15 17:17:39+00:00
182928402,Leave You Alone (feat. Ne-Yo),Jeezy,TM:103 Hustlerz Ambition (Deluxe Version),Hip-Hop/Rap,329187.0,0,0,2024-05-15 20:58:50+00:00,2011-12-20T12:00:00Z,,2024-05-15 20:58:49+00:00
182928406,If I Ruled the World (Imagine That) [feat. Lauryn Hill],Nas,It Was Written,Hip-Hop/Rap,282373.0,0,0,2024-05-17 19:18:16+00:00,1996-06-04T07:00:00Z,,2024-05-17 19:18:15+00:00
182928418,I Remember,Keyshia Cole,Just Like You,R&B/Soul,260093.0,0,0,2024-05-24 20:39:46+00:00,2007-09-25T12:00:00Z,,2024-05-24 20:39:45+00:00
182928422,Soul Survivor (feat. Akon),Jeezy,Let's Get It: Thug Motivation 101,Hip-Hop/Rap,280013.0,0,0,2024-05-25 00:23:54+00:00,2005-07-16T12:00:00Z,,2024-05-25 00:23:51+00:00
182928430,Loveeeeeee Song (feat. Future),Rihanna,Unapologetic (Deluxe Version),Pop,256320.0,0,0,2024-05-27 23:45:32+00:00,2012-11-19T12:00:00Z,,2024-05-27 23:45:32+00:00
182928434,6 Inch (feat. The Weeknd),Beyoncé,Lemonade,Pop,260440.0,0,0,2024-05-28 00:48:12+00:00,2016-04-23T07:00:00Z,2024-10-18 11:38:52+00:00,2024-05-28 00:48:11+00:00
182928438,Kissin' On My Tattoos,August Alsina,Testimony (Deluxe Edition),R&B/Soul,251872.0,0,0,2024-05-30 11:47:57+00:00,2014-04-01T12:00:00Z,,2024-05-30 11:47:56+00:00
182928642,Green Light,Lil Durk,Love Songs 4 the Streets 2,Hip-Hop/Rap,142982.0,0,0,2024-05-31 20:45:57+00:00,2019-07-26T12:00:00Z,,2024-05-31 20:45:56+00:00
182928646,Leave Em Alone (feat. City Girls & PnB Rock),"Quality Control, Layton Greene & Lil Baby",Leave Em Alone (feat. City Girls & PnB Rock) - Single,R&B/Soul,171980.0,0,0,2024-06-01 03:39:39+00:00,2019-05-29T07:00:00Z,,2024-06-01 03:39:38+00:00
182928650,IT'S GETTING HOT,NLE Choppa,Cottonwood 2: Deluxe 2.0,Hip-Hop/Rap,134425.0,0,0,2024-06-02 03:03:29+00:00,2023-07-26T12:00:00Z,,2024-06-02 03:03:28+00:00
182928654,Scoob,WNC WhopBezzy,Scoob - Single,Hip-Hop/Rap,102261.0,0,0,2024-06-03 19:26:08+00:00,2023-11-04T12:00:00Z,,2024-06-03 19:38:33+00:00
182928658,Poke It Out (feat. J. Cole),Wale,Folarin II,Hip-Hop/Rap,183333.0,0,0,2024-06-08 20:46:57+00:00,2021-10-01T12:00:00Z,,2024-06-08 20:46:56+00:00
182928662,Kinda Lovin,Trey Songz,I Gotta Make It,R&B/Soul,219107.0,0,0,2024-06-09 22:51:32+00:00,2005-07-26T07:00:00Z,,2024-06-09 22:51:31+00:00
182928666,soak city (feat. OhGeesy & BlueBucksClan),"310babii, Blueface & Tyga",soak city (feat. OhGeesy & BlueBucksClan) - Single,Hip-Hop/Rap,244855.0,0,0,2024-06-14 23:30:02+00:00,2023-09-08T12:00:00Z,,2024-06-14 23:30:01+00:00
182928670,Big Boy (feat. Starrah),Normani,DOPAMINE,Pop,173087.0,0,0,2024-06-15 18:07:20+00:00,2024-06-14T12:00:00Z,,2024-06-15 18:07:20+00:00
182928674,Strange Girl,Halestorm,Back From the Dead (Deluxe),Rock,222010.0,0,0,2024-06-19 04:32:57+00:00,2022-05-06T12:00:00Z,,2024-07-01 21:07:44+00:00
182928678,So Sick,Ne-Yo,In My Own Words,R&B/Soul,207187.0,0,0,2024-06-22 00:50:39+00:00,2005-11-21T12:00:00Z,,2024-06-22 00:50:38+00:00
182928682,Secret Admirer,Pitbull,Secret Admirer (feat. Lloyd) - Single,Hip-Hop/Rap,198173.0,0,0,2024-06-24 23:00:51+00:00,2007-11-27T12:00:00Z,,2024-06-24 23:00:51+00:00
182928686,Barbie Dreams,Nicki Minaj,Queen (Bonus Version),Hip-Hop/Rap,279867.0,0,0,2024-06-25 01:50:00+00:00,2018-08-10T12:00:00Z,,2024-06-25 01:50:00+00:00
182928694,Just Kickin' It,Xscape,Hummin' Comin' at 'Cha,R&B/Soul,204173.0,0,0,2024-06-27 21:58:23+00:00,1993-08-17T07:00:00Z,,2024-06-27 21:58:22+00:00
182928902,Trouble (feat. J. Cole),Maejor,Trouble (feat. J. Cole) - Single,R&B/Soul,213813.0,0,0,2024-06-27 22:51:45+00:00,2011-08-12T12:00:00Z,,2024-06-27 22:51:44+00:00
182929154,Call Out My Name,The Weeknd,The Highlights (Deluxe),R&B/Soul,228382.0,35,0,2024-06-29 02:42:58+00:00,2018-03-30T07:00:00Z,2024-11-20 15:42:05+00:00,2024-07-08 04:41:10+00:00
182929450,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix] - Single",Hip-Hop,242983.0,0,0,2024-06-29 02:47:32+00:00,2014-06-10T07:00:00Z,,2024-06-29 02:47:31+00:00
182929454,Lights Down Low (feat. Waka Flocka Flame),Maejor,Lights Down Low (feat. Waka Flocka Flame) - Single,R&B/Soul,186120.0,0,0,2024-07-01 18:53:14+00:00,2012-03-23T07:00:00Z,,2024-07-01 18:53:13+00:00
182929462,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,Tha Carter V (Deluxe),Hip-Hop/Rap,324189.0,48,2,2024-08-10 01:39:36+00:00,2018-09-28T07:00:00Z,2024-11-27 23:15:34+00:00,2024-07-07 23:47:31+00:00
182929666,Make Me Proud (feat. Nicki Minaj),Drake,Take Care (Deluxe Version),Hip-Hop/Rap,219880.0,0,0,2024-07-08 03:31:20+00:00,2011-10-16T07:00:00Z,,2024-07-08 03:31:20+00:00
182929670,Feels So Right,Lloyd,Southside,R&B/Soul,289507.0,0,0,2024-07-08 03:34:32+00:00,2004-07-20T12:00:00Z,,2024-07-08 03:34:32+00:00
182929674,B*tch from Da Souf,Latto,B*tch from Da Souf - Single,Hip-Hop/Rap,144048.0,0,0,2024-07-08 16:02:25+00:00,2019-01-14T12:00:00Z,,2024-07-08 16:02:24+00:00
182929682,End of the Road,Boyz II Men,CooleyHighHarmony,R&B/Soul,351467.0,33,2,2024-08-28 03:42:47+00:00,1991-02-14T12:00:00Z,2024-11-15 20:12:56+00:00,2024-08-28 03:42:43+00:00
182929686,Lazy Love,Ne-Yo,Lazy Love - Single,R&B/Soul,197572.0,0,0,2024-07-18 03:16:40+00:00,2012-06-12T12:00:00Z,,2024-07-18 03:16:39+00:00
182929958,Beautiful Liar,Shakira & Beyoncé,B'Day (Deluxe Edition),Pop,199829.0,0,0,2024-07-23 04:07:02+00:00,2007-02-12T08:00:00Z,,2024-07-23 04:07:02+00:00
182929962,Dirty Diana,Michael Jackson,The Essential Michael Jackson,Pop,282596.0,0,0,2024-07-23 08:20:37+00:00,1987-08-31T07:00:00Z,,2024-10-03 20:02:29+00:00
182929970,Tonight (Best You Ever Had) [feat. Ludacris],John Legend,Think Like a Man (Music from & Inspired By the Film),Soundtrack,239453.0,0,0,2024-07-29 04:34:54+00:00,2012-01-31T08:00:00Z,,2024-07-29 04:34:54+00:00
182929974,Kiss Land,The Weeknd,Kiss Land,R&B/Soul,455320.0,44,0,2024-09-10 15:05:15+00:00,2013-05-17T12:00:00Z,2024-11-27 03:36:08+00:00,2024-08-03 08:06:30+00:00
182930178,God In Me (feat. Kierra 'Kiki' Sheard),Mary Mary,The Sound,Christian,190360.0,0,0,2024-08-03 08:08:06+00:00,2008-01-01T08:00:00Z,,2024-08-03 08:08:06+00:00
182930186,Bow Down (Homecoming Live),Beyoncé,HOMECOMING: THE LIVE ALBUM,Pop,87887.0,0,0,2024-08-03 08:08:14+00:00,2019-04-17T12:00:00Z,,2024-08-03 08:08:13+00:00
182930190,Perfect Duet (with Beyoncé),Ed Sheeran,Perfect Duet (with Beyoncé) - Single,Pop,259550.0,0,0,2024-08-03 08:08:20+00:00,2017-11-30T12:00:00Z,,2024-08-03 08:08:18+00:00
182930194,I Don't Care,Ed Sheeran & Justin Bieber,No.6 Collaborations Project,Pop,219947.0,0,0,2024-08-03 08:08:21+00:00,2019-05-10T07:00:00Z,,2024-08-03 08:08:19+00:00
182930198,Let It Go,James Bay,Chaos and the Calm,Alternative,262987.0,0,0,2024-08-03 08:08:26+00:00,2014-05-03T12:00:00Z,,2024-08-03 08:08:26+00:00
182930202,Animals,Maroon 5,V (Deluxe),Pop,231079.0,0,0,2024-08-03 08:08:31+00:00,2014-08-22T12:00:00Z,,2024-08-03 08:08:29+00:00
182930206,Love,Keyshia Cole,The Way It Is,R&B/Soul,255333.0,0,0,2024-08-03 08:08:36+00:00,2005-06-21T07:00:00Z,,2024-08-04 09:40:04+00:00
182930210,Lose My Breath,Destiny's Child,Destiny Fulfilled,Pop,242013.0,0,0,2024-08-03 08:08:37+00:00,2004-09-21T07:00:00Z,,2024-08-03 08:08:36+00:00
182930214,JT Coming,JT,City Cinderella,Hip-Hop/Rap,107789.0,0,0,2024-08-03 08:09:33+00:00,2024-07-19T12:00:00Z,,2024-08-03 08:08:39+00:00
182930218,Heaven Can Wait,Michael Jackson,Invincible,Pop,289680.0,0,0,2024-08-05 23:53:07+00:00,2001-10-30T08:00:00Z,,2024-08-05 23:53:06+00:00
182930226,Selfish (I Want U 2 Myself) [feat. Missy Elliott],Fantasia,Free Yourself,R&B/Soul,204813.0,0,0,2024-08-07 01:06:36+00:00,2004-11-23T08:00:00Z,,2024-08-07 01:06:35+00:00
182930230,meet the grahams,Kendrick Lamar,meet the grahams - Single,Hip-Hop/Rap,392139.0,0,0,2024-08-10 12:18:16+00:00,2024-05-03T12:00:00Z,,2024-08-10 12:18:16+00:00
182930438,Trust Issues,Drake,Care Package,Hip-Hop/Rap,281519.0,0,0,2024-08-11 16:06:21+00:00,2011-06-21T07:00:00Z,,2024-08-11 16:06:21+00:00
182930442,God's Favorite,Polo G,HOOD POET,Rap,132774.0,0,0,2024-08-11 23:37:26+00:00,2024-08-09T07:00:00Z,,2024-08-11 23:37:25+00:00
182930446,Not Like Us,Kendrick Lamar,Not Like Us - Single,Hip-Hop/Rap,274192.0,0,0,2024-08-12 11:56:36+00:00,2024-05-04T12:00:00Z,,2024-08-12 11:56:35+00:00
182930458,Die With A Smile,Lady Gaga & Bruno Mars,Die With A Smile - Single,Pop,251668.0,0,0,2024-08-16 12:52:24+00:00,2024-08-16T12:00:00Z,,2024-08-16 12:52:22+00:00
182930462,Partition,Beyoncé,BEYONCÉ (Platinum Edition),Pop,319467.0,0,0,2024-08-16 20:06:04+00:00,2013-12-13T12:00:00Z,,2024-08-16 20:06:03+00:00
182930466,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe Edition),Pop,225635.0,0,0,2024-08-17 03:32:34+00:00,2015-01-09T08:00:00Z,,2024-08-17 03:32:33+00:00
182930470,Remember the Time,Michael Jackson,Dangerous,Pop,240134.0,0,0,2024-08-19 12:34:48+00:00,1991-11-26T08:00:00Z,,2024-08-19 12:34:46+00:00
182930474,On Yo Ass,King Von & G Herbo,Levon James,Hip-Hop/Rap,157759.0,0,0,2024-08-19 15:01:53+00:00,2020-03-06T12:00:00Z,,2024-08-19 15:01:51+00:00
182930478,"I'm On One (feat. Drake, Rick Ross & Lil Wayne)",DJ Khaled,We the Best Forever (Bonus Version),Hip-Hop/Rap,296160.0,0,0,2024-08-19 18:45:04+00:00,2011-05-20T12:00:00Z,,2024-08-19 18:45:03+00:00
182930482,Finesse,Bruno Mars,24K Magic,Pop,190998.0,0,0,2024-08-20 00:41:08+00:00,2016-11-18T08:00:00Z,,2024-08-20 00:41:07+00:00
182930486,U Remind Me,USHER,8701,R&B/Soul,266893.0,0,0,2024-08-20 12:11:27+00:00,2001-05-22T07:00:00Z,,2024-08-20 12:11:27+00:00
182930694,All of Me,John Legend,Love in the Future (Expanded Edition),R&B/Soul,269557.0,0,0,2024-08-20 19:49:12+00:00,2013-08-12T07:00:00Z,,2024-11-18 05:54:33+00:00
182930706,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans (Deluxe),Pop,217867.0,0,0,2024-08-20 19:50:39+00:00,2010-10-04T07:00:00Z,,2024-11-18 05:54:36+00:00
182930714,All the Things (Your Man Won't Do),Joe,All That I Am,R&B/Soul,380533.0,0,0,2024-08-22 15:01:56+00:00,1996-01-09T08:00:00Z,,2024-08-22 15:01:55+00:00
182930718,ATTITUDE! (feat. StarrZ),Deetranada,DEEvsEVERYBODY!,Hip-Hop/Rap,174602.0,0,0,2024-08-22 21:02:56+00:00,2019-09-27T12:00:00Z,,2024-08-22 21:02:55+00:00
182930726,Worth It (feat. Kid Ink),Fifth Harmony,Reflection (Deluxe),Pop,224573.0,0,0,2024-08-27 19:58:25+00:00,2015-01-30T08:00:00Z,,2024-08-27 19:58:24+00:00
182930730,Push It Baby,Pretty Ricky,Late Night Special (Deluxe Version),Hip-Hop/Rap,206227.0,0,0,2024-08-29 01:46:29+00:00,2007-01-22T12:00:00Z,,2024-08-29 01:46:29+00:00
182930734,Lovers and Friends,Lil Jon & The East Side Boyz,Crunk Juice,Hip-Hop/Rap,260600.0,0,0,2024-08-29 01:50:59+00:00,2004-11-16T08:00:00Z,,2024-11-28 02:22:23+00:00
182930738,Preach,Young Dolph,High Class Street Music 4: American Gangster,Hip-Hop/Rap,202632.0,29,1,2024-09-21 01:22:37+00:00,2014-07-08T07:00:00Z,2024-11-25 00:35:03+00:00,2024-09-03 10:49:54+00:00
182930946,Higher,Shawn Mendes,Wonder (Deluxe),Pop,160144.0,0,0,2024-09-05 19:56:17+00:00,2020-12-04T08:00:00Z,,2024-09-05 19:56:16+00:00
182930950,Officially Missing You,Tamia,More,R&B/Soul,242467.0,0,0,2024-09-07 15:29:26+00:00,2004-04-06T07:00:00Z,,2024-09-07 15:29:25+00:00
182930954,Earned It (Fifty Shades of Grey),The Weeknd,Beauty Behind the Madness,R&B/Soul,277724.0,0,0,2024-09-09 18:43:04+00:00,2014-12-23T12:00:00Z,,2024-09-09 18:42:57+00:00
182930958,Professional,The Weeknd,Kiss Land,R&B/Soul,368720.0,26,1,2024-09-10 15:05:12+00:00,2013-09-10T12:00:00Z,2024-11-20 15:15:57+00:00,2024-09-10 12:13:04+00:00
182930962,Love In The Sky,The Weeknd,Kiss Land,R&B/Soul,267920.0,32,0,2024-09-10 15:05:08+00:00,2013-07-30T12:00:00Z,2024-11-27 18:03:34+00:00,2024-09-10 12:14:41+00:00
182930966,Pretty,The Weeknd,Kiss Land,R&B/Soul,375413.0,25,0,2024-09-10 15:05:04+00:00,2013-09-10T12:00:00Z,2024-11-27 03:06:44+00:00,2024-11-19 20:51:18+00:00
182930970,Friends,Chase Atlantic,Nostalgia - EP,Alternative,230011.0,0,0,2024-09-10 19:46:47+00:00,2015-02-21T12:00:00Z,,2024-09-10 19:46:46+00:00
182930982,Pretty Little Fears (feat. J. Cole),6LACK,East Atlanta Love Letter,R&B/Soul,240342.0,0,0,2024-09-12 00:49:27+00:00,2018-09-14T12:00:00Z,,2024-09-12 00:49:26+00:00
182930986,Seduction,USHER,Confessions (Expanded Edition),R&B/Soul,273760.0,0,0,2024-09-12 01:21:09+00:00,2004-03-23T08:00:00Z,,2024-09-12 01:21:08+00:00
182930990,Hey Young Girl,Lloyd,Southside,R&B/Soul,237200.0,0,0,2024-09-12 05:04:31+00:00,2004-07-20T12:00:00Z,,2024-09-12 05:04:31+00:00
182930994,Don't Judge Me,Chris Brown,Fortune (Expanded Edition),R&B/Soul,240173.0,0,0,2024-09-12 21:01:19+00:00,2012-06-29T07:00:00Z,,2024-09-12 21:01:18+00:00
182930998,"The Birds, Pt. 2 (Original)",The Weeknd,Thursday (Original),R&B/Soul,350584.0,0,0,2024-09-12 21:04:40+00:00,2011-08-18T12:00:00Z,,2024-09-12 21:04:39+00:00
182931206,I'm Not The Only One,Sam Smith,In The Lonely Hour (10th Anniversary Edition / Deluxe),Pop,239307.0,0,0,2024-09-12 21:36:34+00:00,2014-05-26T12:00:00Z,,2024-09-12 21:36:32+00:00
182931210,Suck It Up,Monaleo,Suck It Up - Single,Rap,181225.0,0,0,2024-09-12 21:57:52+00:00,2021-08-11T12:00:00Z,,2024-09-12 21:57:51+00:00
182931214,All Night Long (feat. Lil Kev),thủy,All Night Long (feat. Lil Kev) - Single,R&B/Soul,214800.0,0,0,2024-09-12 22:01:41+00:00,2017-02-11T12:00:00Z,,2024-09-12 22:01:41+00:00
182931218,Truffle Butter (feat. Drake & Lil Wayne),Nicki Minaj,The Pinkprint (Deluxe Edition),Hip-Hop/Rap,220467.0,0,0,2024-09-12 22:25:47+00:00,2014-12-12T12:00:00Z,,2024-09-12 22:25:46+00:00
182931226,Shabooya (feat. Slimeroni & Aleza),"Hitkidd, Gloss Up & K Carbon",Renegade,Hip-Hop/Rap,178733.0,0,0,2024-09-12 23:46:58+00:00,2022-09-30T12:00:00Z,,2024-09-12 23:46:58+00:00
182931230,Look Back at It,A Boogie wit da Hoodie,Hoodie SZN,Hip-Hop/Rap,179450.0,0,0,2024-09-17 01:10:46+00:00,2018-12-07T08:00:00Z,,2024-09-17 01:10:46+00:00
182931234,Since You've Been Gone,Day26,DAY26 (Bonus Track Version),R&B/Soul,250880.0,0,0,2024-09-17 01:18:09+00:00,2008-03-25T12:00:00Z,,2024-09-17 01:18:08+00:00
182931238,Say It,Ne-Yo,Because of You,R&B/Soul,281293.0,0,0,2024-09-17 01:44:03+00:00,2007-04-25T12:00:00Z,,2024-09-17 01:44:03+00:00
182931242,Monster,Shawn Mendes & Justin Bieber,Wonder (Deluxe),Pop,178994.0,0,0,2024-09-17 01:52:04+00:00,2020-11-20T08:00:00Z,,2024-09-17 01:52:03+00:00
182931246,DOGTOOTH,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,Rap,161041.0,0,0,2024-09-17 02:09:08+00:00,2023-03-27T07:00:00Z,,2024-09-17 02:09:08+00:00
182931250,Daddy (feat. Naughty Boy),Emeli Sandé,Our Version of Events (Deluxe Edition),Pop,188440.0,18,0,2024-09-21 01:20:11+00:00,2011-11-27T12:00:00Z,2024-11-07 12:06:06+00:00,2024-09-17 11:17:46+00:00
182931254,Love Lost,Trey Songz,Ready (Deluxe Version),R&B/Soul,223920.0,0,0,2024-09-17 12:12:05+00:00,2009-08-31T07:00:00Z,,2024-09-17 12:12:04+00:00
182931462,Player's Prayer,Lloyd,Street Love,R&B/Soul,251120.0,9,0,2024-09-21 01:19:52+00:00,2007-03-13T12:00:00Z,2024-11-18 16:37:28+00:00,2024-09-17 15:58:56+00:00
182931478,The Lady in My Life,Michael Jackson,Thriller,Pop,298251.0,0,0,2024-09-23 21:17:00+00:00,1982-11-29T08:00:00Z,,2024-09-23 21:16:59+00:00
182931486,Ring the Alarm,Beyoncé,B'Day (Deluxe Edition),Pop,203287.0,0,0,2024-09-25 20:00:55+00:00,2006-09-04T07:00:00Z,,2024-09-25 20:00:55+00:00
182931490,Johnny P's Caddy,Benny the Butcher & J. Cole,Johnny P's Caddy - Single,Hip-Hop/Rap,225000.0,0,0,2024-09-26 20:34:52+00:00,2022-01-28T12:00:00Z,,2024-09-26 20:34:51+00:00
182931494,Twenty Eight,The Weeknd,Trilogy,R&B/Soul,258294.0,0,0,2024-11-28 16:14:49+00:00,2012-11-13T12:00:00Z,,2024-09-27 09:10:30+00:00
182931498,Chicago,Michael Jackson,XSCAPE (Deluxe),Pop,245443.0,0,0,2024-09-28 14:46:53+00:00,2014-05-13T07:00:00Z,,2024-09-28 14:46:53+00:00
182931502,Shape of You,Ed Sheeran,÷ (Deluxe),Pop,233713.0,0,0,2024-09-28 16:12:43+00:00,2017-01-06T08:00:00Z,,2024-09-28 16:12:42+00:00
182931506,Gang Shit No Lame Shit,Key Glock,Glockoma,Hip-Hop/Rap,131600.0,0,0,2024-09-28 16:29:13+00:00,2018-11-23T12:00:00Z,,2024-09-28 16:29:12+00:00
182931510,Under the Sun (feat. DaBaby),"Dreamville, J. Cole & Lute",Revenge of the Dreamers III,Hip-Hop/Rap,202040.0,0,0,2024-09-28 23:07:20+00:00,2019-07-05T07:00:00Z,,2024-09-28 23:07:19+00:00
182931714,P.I.M.P.,50 Cent,Get Rich or Die Tryin' (Bonus Track Version),Hip-Hop/Rap,249467.0,0,0,2024-09-28 23:13:59+00:00,2003-02-06T08:00:00Z,,2024-09-28 23:13:58+00:00
182931718,Don't Like.1,"Kanye West, Chief Keef, Pusha T, Big Sean & Jadakiss",Kanye West Presents: Good Music - Cruel Summer,Hip-Hop/Rap,283653.0,0,0,2024-09-28 23:30:55+00:00,2012-09-14T12:00:00Z,,2024-09-28 23:30:54+00:00
182931722,Cupid,112,112,R&B/Soul,252267.0,0,0,2024-09-29 00:02:29+00:00,1998-11-01T08:00:00Z,,2024-09-29 00:02:29+00:00
182931726,late at night,Roddy Ricch,LIVE LIFE FAST,Hip-Hop/Rap,174549.0,0,0,2024-09-29 20:08:24+00:00,2021-06-04T07:00:00Z,,2024-09-29 20:08:23+00:00
182931730,JOY (Unspeakable) [feat. Pharrell Williams],Voices of Fire,JOY (Unspeakable) [feat. Pharrell Williams] - Single,Christian,312070.0,0,0,2024-09-29 21:43:59+00:00,2023-06-16T12:00:00Z,,2024-09-29 21:43:59+00:00
182931734,"Honey, I'm Good.",Andy Grammer,Magazines Or Novels (Deluxe Edition),Pop,199263.0,0,0,2024-09-30 22:32:15+00:00,2014-08-05T12:00:00Z,,2024-09-30 22:32:14+00:00
182931738,Boyfriend #2,Pleasure P,The Introduction of Marcus Cooper,R&B/Soul,188813.0,0,0,2024-10-01 11:53:16+00:00,2008-12-02T08:00:00Z,,2024-10-01 11:53:15+00:00
182931742,New Storm,Montana of 300 & Talley Of 300,Gunz n Roses,Hip-Hop/Rap,193939.0,0,0,2024-10-02 11:47:09+00:00,2015-12-02T12:00:00Z,,2024-10-02 11:47:08+00:00
182931746,Independent (feat. Boosie Badazz & Lil Phat),Webbie,Savage Life 2,Hip-Hop/Rap,250027.0,0,0,2024-10-02 19:22:24+00:00,2008-02-26T12:00:00Z,,2024-10-02 19:22:23+00:00
182931750,GYALIS,Capella Grey,GYALIS - Single,R&B/Soul,105377.0,0,0,2024-10-02 19:29:44+00:00,2021-01-04T12:00:00Z,,2024-10-02 19:29:44+00:00
182931754,Heartache,From Ashes to New,Heartache - Single,Hard Rock,225907.0,0,0,2024-10-03 23:21:49+00:00,2022-06-17T12:00:00Z,,2024-10-03 23:21:48+00:00
182931762,Dark Horse (feat. Juicy J),Katy Perry,PRISM (Deluxe Version),Pop,215672.0,0,0,2024-10-05 00:08:14+00:00,2013-10-18T07:00:00Z,,2024-10-05 00:08:13+00:00
182931970,Don't Leave Me,Blackstreet,20th Century Masters - The Millennium Collection: The Best of Blackstreet,R&B/Soul,311640.0,0,0,2024-10-07 18:33:46+00:00,1996-09-09T12:00:00Z,,2024-10-07 18:33:45+00:00
182931974,Bahm Bahm (Do It Once Again) / I Want You,Keri Hilson,No Boys Allowed (Deluxe),R&B/Soul,287600.0,0,0,2024-10-11 18:04:02+00:00,2010-12-17T12:00:00Z,,2024-10-11 18:04:02+00:00
182931982,Fulltimesavage,Deetranada,Adolescence Swim,Hip-Hop/Rap,148125.0,0,0,2024-10-11 18:50:55+00:00,2017-06-25T12:00:00Z,,2024-10-11 18:50:54+00:00
182931986,I Wish,Carl Thomas,Emotional,R&B/Soul,228507.0,0,0,2024-10-13 22:37:21+00:00,2000-02-15T08:00:00Z,,2024-10-13 22:37:20+00:00
182931990,4evermore (feat. Algebra),Anthony David,4evermore (feat. Algebra) - Single,R&B/Soul,221947.0,0,0,2024-10-14 11:36:06+00:00,2011-03-21T12:00:00Z,,2024-10-14 11:36:06+00:00
182931994,Green Light,Beyoncé,B'Day (Deluxe Edition),Pop,210200.0,0,0,2024-10-17 15:26:33+00:00,2006-09-04T07:00:00Z,,2024-10-17 15:26:32+00:00
182931998,New Classic (Single Version),Selena Gomez & Drew Seeley,Another Cinderella Story (Original Motion Picture Soundtrack),Soundtrack,189333.0,0,0,2024-10-19 08:38:48+00:00,2008-08-26T12:00:00Z,,2024-10-19 08:38:47+00:00
182932002,Right Here,Chase Atlantic,Part One - Single,Alternative,235000.0,0,0,2024-10-28 15:11:15+00:00,2017-01-27T12:00:00Z,,2024-10-28 15:11:14+00:00
182932006,Can't Raise a Man,K. Michelle,Rebellious Soul,R&B/Soul,207965.0,0,0,2024-10-28 15:25:32+00:00,2013-08-13T07:00:00Z,,2024-10-28 15:25:31+00:00
182932010,Don't Like.1,"Kanye West, Chief Keef, Pusha T, Big Sean & Jadakiss",G.O.O.D. - EP,Hip-Hop/Rap,283653.0,0,0,2024-10-28 18:31:54+00:00,2012-09-14T12:00:00Z,,2024-10-28 18:31:53+00:00
182932014,Everytime Tha Beat Drop (feat. Dem Franhize Boyz),Monica,The Makings of Me (Deluxe),R&B/Soul,223293.0,0,0,2024-10-29 14:05:11+00:00,2006-07-24T07:00:00Z,,2024-10-29 14:05:10+00:00
